id_point_eau,date_releve,departement,commune,latitude,longitude,altitude_m,annee_construction,type_ouvrage,type_pompe,profondeur_forage_m,niveau_statique_m,debit_essai_m3_h,qualite_eau,nb_menages,population_desservie,distance_village_m,nb_points_eau_village,mode_gestion,mode_paiement,cotisation_mensuelle_fcfa,technicien_forme_village,stock_pieces_rechange_commune,distance_atelier_km,maitre_ouvrage,installateur,nb_pannes_12_mois,mois_depuis_derniere_maintenance,nb_jours_arret_12_mois,intervention_prevue,cout_reparation_estime_fcfa,etat_fonctionnement
PE-001384,2025-10-11,Mono,Grand-Popo,6.07377,1.8447,212.3,2015,Forage equipe PMH,India Mark II,26.5,10.0,1.25,Potable,36.0,236,340.0,1,Comite de gestion villageois,Au volume,200.0,0,1,8.9,Commune,ENT-023,0,8.0,4.0,Aucune,0.0,fonctionnel
PE-000064,2025-06-25,Donga,Bassila,9.46873,1.43989,197.5,1992,Forage equipe PMH,India Mark II,88.5,55.9,,Saumatre,53.0,345,340.0,3,Aucune gestion formelle,Gratuit,0.0,1,0,20.1,Commune,ENT-029,2,8.0,304.0,Remplacement de pompe,1805000.0,en panne
PE-002465,2025-06-21,  Zou,Abomey,6.48292,1.69456,173.5,2012,Puits moderne,Aucune (puisage manuel),35.5,,0.61,Saumatre,85.0,458,660.0,3,Comite de gestion villageois,Cotisation annuelle,370.0,0,0,24.9,Commune,ENT-020,2,7.0,324.0,Remplacement de pompe,1056000.0,en panne
PE-005654,2025-03-11,Plateau,Sakete,7.05263,2.39063,135.0,2005,Forage equipe PMH,India Mark II,38.8,,3.43,Potable,114.0,563,1020.0,4,Comite de gestion villageois,Au volume,120.0,0,0,54.1,Etat,ENT-027,1,16.0,244.0,Rehabilitation lourde,205000.0,en panne
PE-003208,2025-10-22,Oueme,Adjohoun,5.44966,3.17776,314.9,2014,Poste d'eau autonome,Immergee solaire,85.3,44.8,,Potable,102.0,646,250.0,5,Comite de gestion villageois,Cotisation annuelle,200.0,0,0,37.1,ONG internationale,ENT-037,1,23.0,1.0,Aucune,0.0,fonctionnel
PE-006929,2025-10-17,Borgou,N'Dali,9.91343,2.46051,,1996,Puits moderne,Aucune (puisage manuel),20.0,6.6,3.93,Potable,92.0,371,60.0,3,Comite de gestion villageois,Cotisation annuelle,490.0,0,0,16.5,Cooperation bilaterale,ENT-001,0,22.0,138.0,Rehabilitation lourde,580000.0,en panne
PE-003739,2025-07-06,Donga,Bassila,9.72322,1.12119,115.1,2009,Forage equipe PMH,Volanta,75.6,26.0,1.21,Potable,,203,390.0,2,Aucune gestion formelle,Gratuit,,1,0,29.7,Commune,ENT-006,2,5.0,365.0,Rehabilitation lourde,260000.0,en panne
PE-007300,2025-02-21,Donga,Djougou,9.53908,1.65664,303.5,2005,Forage equipe PMH,India Mark II,104.8,72.3,,Potable,45.0,257,410.0,3,Comite de gestion villageois,Cotisation annuelle,120.0,0,0,9.0,Commune,ENT-025,0,8.0,1.0,Aucune,0.0,fonctionnel
PE-004641,2025-01-18,Oueme,Akpro-Misserete,6.65825,2.32368,40.6,1983,Adduction d'eau villageoise,Immergee solaire,29.6,10.6,2.08,Fluoree,81.0,548,610.0,3,Delegataire prive,Forfait mensuel,550.0,1,1,37.8,Etat,ENT-005,3,5.0,5.0,Aucune,0.0,fonctionnel
PE-003330,2025-05-16,Mono,Athieme,6.5545,1.62216,109.9,2008,Puits moderne,Aucune (puisage manuel),25.3,11.5,4.08,Potable,67.0,364,180.0,2,Comite de gestion villageois,Au volume,240.0,0,0,15.6,ONG internationale,ENT-017,2,41.0,1.0,Aucune,0.0,fonctionnel
PE-007704,2025-10-27,Borgou,Nikki,10.02469,3.02835,177.8,1995,Puits moderne,Aucune (puisage manuel),28.7,11.0,7.59,Ferrugineuse,71.0,344,350.0,2,Comite de gestion villageois,Cotisation annuelle,750.0,0,0,27.8,Cooperation bilaterale,ENT-008,3,12.0,116.0,Rehabilitation lourde,1773000.0,en panne
PE-008124,2025-08-18,Plateau,Adja-Ouere,7.22359,2.64926,185.2,2014,Puits moderne,Aucune (puisage manuel),44.9,21.2,,Potable,165.0,1114,780.0,2,Aucune gestion formelle,Cotisation annuelle,,0,0,14.2,Cooperation bilaterale,ENT-022,1,18.0,3.0,Aucune,0.0,fonctionnel
PE-003851,2025-05-13,Atlantique,So-Ava,6.63242,2.32543,235.5,2005,Forage equipe PMH,India Mark II,75.9,17.7,8.27,Potable,57.0,281,910.0,4,Aucune gestion formelle,Gratuit,0.0,0,1,24.9,Etat,ENT-020,2,7.0,317.0,Rehabilitation lourde,565000.0,en panne
PE-008114,2025-06-07,Atlantique,Allada,6.54717,2.46106,148.4,1982,Forage equipe PMH,India Mark II,91.5,24.2,4.58,Potable,162.0,719,50.0,3,Gestion communale,Gratuit,0.0,0,1,24.8,Commune,ENT-047,6,17.0,213.0,Rehabilitation lourde,1138000.0,en panne
PE-004552,2025-06-24,Borgou,Tchaourou,10.34275,2.48344,265.5,1982,Forage equipe PMH,Vergnet,61.3,26.1,1.33,Potable,95.0,451,140.0,2,Delegataire prive,Au volume,380.0,1,1,33.0,ONG internationale,ENT-008,0,26.0,1.0,Aucune,0.0,fonctionnel
PE-000470,2025-08-06,Borgou,Kalale,9.99041,2.75316,77.7,2005,Forage equipe PMH,Vergnet,43.0,12.3,,Fluoree,110.0,608,660.0,4,Delegataire prive,Au volume,610.0,0,0,36.8,Etat,ENT-039,0,8.0,6.0,Aucune,0.0,fonctionnel
PE-003977,2025-08-10,Oueme,Bonou,6.18972,2.66024,158.9,1982,Poste d'eau autonome,Immergee electrique,110.7,,0.75,Potable,147.0,739,400.0,2,Comite de gestion villageois,Gratuit,0.0,1,0,31.5,ONG internationale,ENT-014,5,,365.0,Rehabilitation lourde,417000.0,en panne
PE-000362,2025-09-02,Zou,Agbangnizoun,6.96176,2.0524,4.1,2001,Forage equipe PMH,Kardia,77.8,19.0,6.27,Saumatre,180.0,1156,430.0,2,Comite de gestion villageois,Au volume,130.0,1,1,31.7,Prive,ENT-028,2,10.0,2.0,Aucune,0.0,fonctionnel
PE-000632,2025-04-17,Zou,Za-Kpota,7.58952,2.10803,85.8,1991,Adduction d'eau villageoise,Immergee solaire,19.3,8.5,1.38,Ferrugineuse,131.0,744,690.0,2,Aucune gestion formelle,Cotisation annuelle,480.0,0,1,8.3,Association villageoise,ENT-018,2,18.0,59.0,Remplacement de pieces,78000.0,fonctionnel a reparer
PE-007122,2025-02-24,Plateau,Pobe,7.43998,2.76053,238.7,2011,Forage equipe PMH,India Mark II,76.8,,3.35,Turbide,24.0,155,470.0,3,Delegataire prive,Au volume,340.0,1,1,30.9,Cooperation bilaterale,ENT-016,0,14.0,6.0,Aucune,0.0,fonctionnel
PE-009147,2025-01-23,Donga,Bassila,9.58793,2.01925,160.4,2021,Poste d'eau autonome,Immergee solaire,42.9,14.6,1.63,Potable,51.0,276,90.0,3,Gestion communale,Cotisation annuelle,740.0,0,0,17.5,Etat,ENT-011,0,64.0,1.0,Aucune,0.0,fonctionnel
PE-005887,2025-02-02,Plateau,Ketou,7.31974,2.47691,274.6,2003,Forage equipe PMH,Vergnet,56.7,9.8,,Turbide,32.0,176,560.0,2,Comite de gestion villageois,Au volume,460.0,0,0,28.4,Cooperation bilaterale,ENT-052,2,,1.0,Aucune,0.0,fonctionnel
PE-004344,2025-02-25,Atlantique,Ze,7.02329,2.35722,236.6,2024,Puits moderne,India Mark II,38.5,14.6,2.06,Potable,117.0,652,30.0,2,Delegataire prive,Forfait mensuel,540.0,0,1,58.0,Cooperation bilaterale,ENT-049,0,17.0,3.0,Aucune,0.0,fonctionnel
PE-006313,2025-01-16,Atacora,Toucountouna,10.63088,1.69423,3.0,2021,Adduction d'eau villageoise,Immergee solaire,70.9,17.4,,Potable,81.0,442,450.0,3,Comite de gestion villageois,Au volume,930.0,1,0,47.8,Etat,ENT-035,1,4.0,3.0,Aucune,0.0,fonctionnel
PE-004980,2025-08-07,Alibori,Kandi,11.14523,3.32201,161.1,1993,Forage equipe PMH,India Mark II,72.7,18.3,1.58,Potable,93.0,505,1080.0,1,Comite de gestion villageois,Au volume,1050.0,0,0,29.9,Commune,ENT-032,1,5.0,114.0,Rehabilitation lourde,654000.0,en panne
PE-007054,2025-09-23,Zou,Bohicon,7.13232,2.15495,65.1,2018,Puits traditionnel ameliore,India Mark II,5.0,19.28130298913001,,Potable,65.0,430,220.0,1,Comite de gestion villageois,Cotisation annuelle,220.0,1,0,37.0,ONG internationale,ENT-031,1,14.0,2.0,Aucune,0.0,fonctionnel
PE-008214,2025-01-26,Collines,Ouesse,8.5083,2.99574,157.8,2000,Puits moderne,Aucune (puisage manuel),6.5,1.0,2.62,Potable,56.0,300,300.0,4,Delegataire prive,Au volume,650.0,1,1,47.0,Association villageoise,ENT-042,1,4.0,51.0,Remplacement de pieces,269000.0,fonctionnel a reparer
PE-005304,2025-05-15,  Donga,Bassila,10.2286,1.8764,226.4,2023,Adduction d'eau villageoise,Immergee thermique,79.4,41.8,3.28,Potable,42.0,245,110.0,3,Aucune gestion formelle,Gratuit,0.0,0,1,5.3,ONG internationale,ENT-005,2,11.0,251.0,Rehabilitation lourde,1194000.0,en panne
PE-004090,2025-10-13,Plateau,Ifangni,7.33712,2.0801,341.3,1987,Poste d'eau autonome,Immergee solaire,136.8,31.3,,Potable,91.0,538,280.0,5,Delegataire prive,Au volume,280.0,1,0,18.6,Etat,ENT-030,1,12.0,2.0,Aucune,0.0,fonctionnel
PE-001071,2025-10-01,Donga,Ouake,9.1691,1.93696,9.8,2002,Forage equipe PMH,India Mark II,94.8,30.0,5.34,Ferrugineuse,46.0,259,510.0,2,Comite de gestion villageois,Gratuit,0.0,0,0,23.1,Association villageoise,ENT-037,2,57.0,258.0,Rehabilitation lourde,732000.0,en panne
PE-010986,2025-11-09,Donga,Bassila,9.33999,1.46144,150.1,2003,Adduction d'eau villageoise,Immergee electrique,71.0,,0.39,Potable,104.0,610,280.0,3,Delegataire prive,Au volume,230.0,1,0,25.8,Commune,ENT-018,1,11.0,30.0,Reparation legere,243000.0,fonctionnel a reparer
PE-005434,2025-05-21,Couffo,Aplahoue,7.04461,2.32561,254.9,2016,Adduction d'eau villageoise,Immergee thermique,11.5,5.8,3.68,Potable,82.0,496,210.0,2,Delegataire prive,Au volume,140.0,0,0,48.0,Commune,ENT-013,0,16.0,5.0,Aucune,0.0,fonctionnel
PE-000037,2025-03-16,Collines,Savalou,8.08159,2.22973,316.7,1992,Forage equipe PMH,India Mark II,57.6,17.3,,Potable,28.0,170,920.0,4,Comite de gestion villageois,Cotisation annuelle,1170.0,0,0,20.9,Cooperation bilaterale,ENT-050,3,16.0,365.0,Rehabilitation lourde,1800000.0,en panne
PE-010326,11/05/2025,Atlantique,Abomey-Calavi,6.5094,2.36438,190.8,1986,Poste d'eau autonome,Immergee solaire,48.8,35.1,4.71,Potable,59.0,352,320.0,2,Comite de gestion villageois,Gratuit,0.0,0,0,15.2,Etat,ENT-031,2,7.0,167.0,Remplacement de pompe,1882000.0,en panne
PE-000442,2025-09-11,Borgou,N'Dali,9.51773,2.45721,189.4,1993,Puits moderne,Aucune (puisage manuel),5.1,3.2,1.89,Potable,148.0,844,230.0,1,Comite de gestion villageois,Cotisation annuelle,1440.0,1,1,53.1,Cooperation bilaterale,ENT-011,3,19.0,31.0,Reparation legere,170000.0,fonctionnel a reparer
PE-001648,2025-09-04,Plateau,Pobe,7.47071,2.45134,60.7,2016,Poste d'eau autonome,Immergee solaire,63.4,,0.85,Potable,60.0,395,680.0,3,Comite de gestion villageois,Gratuit,0.0,1,1,18.1,Commune,ENT-015,1,15.0,212.0,Remplacement de pompe,1906000.0,en panne
PE-004789,2025-01-16,Atlantique,Toffo,0.0,0.0,60.7,2020,Forage equipe PMH,India Mark II,94.1,9.8,,Saumatre,177.0,1110,380.0,3,Comite de gestion villageois,Gratuit,0.0,0,1,52.4,Etat,ENT-047,0,32.0,1.0,Aucune,0.0,fonctionnel
PE-009825,2025-07-05,Oueme,Seme-Kpodji,6.66288,2.6154,45.4,0,Poste d'eau autonome,Immergee thermique,50.0,6.6,1.25,Ferrugineuse,151.0,997,290.0,5,Comite de gestion villageois,Cotisation annuelle,600.0,1,0,30.1,Etat,ENT-042,3,10.0,95.0,Rehabilitation lourde,1258000.0,en panne
PE-000529,2025-11-09,Zou,Za-Kpota,6.89069,1.76866,85.5,2020,Forage equipe PMH,India Mark II,74.9,11.3,0.94,Potable,17.0,109,930.0,4,Delegataire prive,Au volume,70.0,1,0,4.0,Cooperation bilaterale,ENT-038,0,14.0,4.0,Aucune,0.0,fonctionnel
PE-009662,2025-02-26,Atacora,Cobly,11.21837,1.31652,282.8,2001,Poste d'eau autonome,Immergee solaire,84.2,35.2,1.36,Turbide,31.0,134,360.0,6,Comite de gestion villageois,Cotisation annuelle,410.0,0,0,58.1,Commune,ENT-039,3,8.0,108.0,Remplacement de pompe,1754000.0,en panne
PE-009039,2025-10-02,Zou,Zogbodomey,7.40725,2.25986,238.7,2012,Forage equipe PMH,Kardia,54.1,28.9,0.43,Fluoree,38.0,228,350.0,3,Gestion communale,Cotisation annuelle,870.0,0,0,25.9,ONG internationale,ENT-018,0,14.0,1.0,Aucune,0.0,fonctionnel
PE-007049,2025-07-08,Couffo,Toviklin,6.5386,1.6258,93.7,2021,Forage equipe PMH,Vergnet,65.3,10.8,3.63,Saumatre,156.0,1080,360.0,1,Comite de gestion villageois,Gratuit,0.0,0,1,7.0,ONG internationale,ENT-021,2,13.0,156.0,Remplacement de pompe,650000.0,en panne
PE-004857,2025-02-06,Borgou,Bembereke,9.88434,2.61264,291.2,2017,Forage equipe PMH,India Mark II,74.5,43.3,1.64,Potable,101.0,556,230.0,3,Delegataire prive,Au volume,490.0,1,0,87.7,ONG internationale,ENT-032,2,10.0,5.0,Aucune,0.0,fonctionnel
PE-007302,2025-08-15,Collines,Glazoue,8.36609,2.35672,114.3,2000,Forage equipe PMH,india mark 2,70.8,18.8,,Turbide,67.0,339,230.0,2,Comite de gestion villageois,Cotisation annuelle,340.0,0,1,42.9,ONG internationale,ENT-023,1,25.0,283.0,Rehabilitation lourde,1412000.0,en panne
PE-002630,2025-09-08,Zou,Za-Kpota,6.78947,2.37937,204.2,2009,Puits moderne,India Mark II,44.1,25.7,1.44,Potable,234.0,1254,630.0,3,Delegataire prive,Au volume,370.0,1,1,23.4,Etat,ENT-011,1,10.0,10.0,Aucune,0.0,fonctionnel
PE-010389,2025-01-07,Oueme,Dangbo,6.19005,2.43546,254.0,1995,Adduction d'eau villageoise,Immergee electrique,57.2,16.5,6.53,Potable,14.0,96,510.0,5,Delegataire prive,Au volume,270.0,0,0,38.8,ONG internationale,ENT-036,2,,0.0,Aucune,0.0,fonctionnel
PE-006243,2025-03-25,Alibori,Malanville,11.11461,2.89299,245.7,1999,Puits moderne,Aucune (puisage manuel),43.4,7.1,2.16,,92.0,374,750.0,2,Delegataire prive,Forfait mensuel,740.0,0,0,32.9,Etat,ENT-031,0,15.0,7.0,Aucune,0.0,fonctionnel
PE-002678,2025-11-16,Borgou,N'Dali,9.57805,2.44427,227.7,1998,Forage equipe PMH,Volanta,72.5,27.7,3.38,Potable,64.0,346,280.0,4,Aucune gestion formelle,Gratuit,0.0,0,1,30.4,Association villageoise,ENT-037,2,29.0,323.0,Rehabilitation lourde,2659000.0,en panne
PE-009064,2025-06-20,Zou,Zogbodomey,6.86346,2.51014,302.1,2023,Puits traditionnel ameliore,Aucune (puisage manuel),23.1,11.6,2.9,Potable,34.0,206,540.0,4,Comite de gestion villageois,Gratuit,0.0,0,0,49.7,Commune,ENT-022,1,8.0,1.0,Aucune,0.0,fonctionnel
PE-010742,2025-04-23,Oueme,Akpro-Misserete,6.34339,2.28973,143.3,2016,Forage equipe PMH,India Mark II,29.9,8.1,,Potable,309.0,1693,110.0,4,Aucune gestion formelle,Gratuit,0.0,0,1,9.5,Cooperation bilaterale,ENT-050,1,16.0,1.0,Aucune,0.0,fonctionnel
PE-010229,2025-01-10,Atlantique,Ze,6.11512,2.29706,105.7,2001,Poste d'eau autonome,Immergee thermique,67.8,12.6,5.98,Fluoree,91.0,542,750.0,2,Comite de gestion villageois,Cotisation annuelle,240.0,0,0,14.9,Association villageoise,ENT-052,1,28.0,123.0,Remplacement de pompe,381000.0,en panne
PE-002280,2025-07-01,Donga,Ouake,0.0,0.0,47.9,1984,Forage equipe PMH,India Mark II,82.1,40.4,4.68,Potable,53.0,294,500.0,3,Aucune gestion formelle,Gratuit,0.0,0,0,52.8,ONG internationale,ENT-018,1,15.0,228.0,Rehabilitation lourde,1249000.0,en panne
PE-005082,2025-02-04,Oueme,Adjarra,5.87973,2.61846,96.5,2002,Forage equipe PMH,Volanta,72.5,25.6,4.12,Ferrugineuse,34.0,133,730.0,5,Delegataire prive,Au volume,610.0,1,1,36.4,Commune,ENT-035,1,29.0,0.0,Aucune,0.0,fonctionnel
PE-001634,2025-08-03,Atlantique,Abomey-Calavi,6.41788,2.47877,169.2,2006,Puits moderne,Aucune (puisage manuel),44.8,18.2,,Potable,51.0,201,250.0,6,Delegataire prive,Au volume,440.0,1,0,28.1,Cooperation bilaterale,ENT-024,0,10.0,1.0,Aucune,0.0,fonctionnel
PE-006861,2025-03-27,Atacora,Natitingou,10.54629,1.27953,163.2,1988,Forage equipe PMH,Vergnet,83.3,54.4,1.59,Potable,47.0,400,900.0,3,Gestion communale,Gratuit,0.0,0,1,60.0,ONG internationale,ENT-022,2,6.0,332.0,Remplacement de pompe,207000.0,en panne
PE-010327,2025-10-18,  Mono,Houeyogbe,6.43865,1.77975,,2024,Adduction d'eau villageoise,Immergee thermique,61.9,20.2,2.31,,89.0,614,250.0,1,Comite de gestion villageois,Au volume,270.0,0,0,51.0,Cooperation bilaterale,ENT-004,2,20.0,2.0,Aucune,0.0,fonctionnel
PE-004582,2025-09-29,Atlantique,Ze,6.02481,2.35098,220.5,2018,Forage equipe PMH,India Mark II,48.2,32.7,1.08,Potable,50.0,322,360.0,1,Comite de gestion villageois,Au volume,640.0,0,0,34.0,Commune,ENT-027,1,8.0,81.0,Rehabilitation lourde,1226000.0,en panne
PE-005792,2025-07-30,Zou,Ouinhi,6.85369,1.92211,247.5,1998,Forage equipe PMH,India Mark II,61.7,21.1,4.29,Potable,109.0,531,140.0,2,Comite de gestion villageois,Cotisation annuelle,1140.0,1,1,66.7,Prive,ENT-007,1,,29.0,Remplacement de pieces,227000.0,fonctionnel a reparer
PE-000339,2025-03-05,Borgou,N'Dali,9.86392,3.05497,226.8,1993,Forage equipe PMH,India Mark II,76.6,50.6,2.6,Ferrugineuse,118.0,720,350.0,1,Delegataire prive,Au volume,560.0,0,0,44.9,Cooperation bilaterale,ENT-020,1,43.0,278.0,Rehabilitation lourde,3856000.0,en panne
PE-002893,2025-09-19,Zou,Ouinhi,6.89425,2.09123,18.1,1992,Poste d'eau autonome,Immergee solaire,89.3,41.9,3.89,Potable,41.0,186,820.0,5,Aucune gestion formelle,Gratuit,0.0,0,0,65.1,Commune,ENT-046,2,9.0,346.0,Remplacement de pompe,1682000.0,en panne
PE-001958,2025-06-04,Donga,Ouake,9.05633,1.47369,366.1,2006,Forage equipe PMH,Kardia,105.7,9.9,0.49,Potable,97.0,325,80.0,4,Comite de gestion villageois,Au volume,270.0,1,0,20.1,Commune,ENT-003,2,2.0,1.0,Aucune,0.0,fonctionnel
PE-004399,2025-03-08,Zou,Bohicon,7.46951,2.37221,106.6,1994,Forage equipe PMH,Vergnet,41.4,9.8,3.16,Potable,39.0,188,250.0,3,Gestion communale,Cotisation annuelle,300.0,0,0,35.7,Association villageoise,ENT-008,0,60.0,80.0,Remplacement de pompe,555000.0,en panne
PE-005235,2025-01-26,Collines,Glazoue,8.63356,2.33632,234.2,2001,Poste d'eau autonome,Immergee solaire,94.0,14.5,5.0,Potable,121.0,874,190.0,3,Gestion communale,Gratuit,0.0,0,0,38.2,Association villageoise,ENT-042,2,67.0,192.0,Rehabilitation lourde,1436000.0,en panne
PE-006640,2025-08-29,Borgou,N'Dali,9.35111,2.66588,219.8,2007,Forage equipe PMH,India Mark II,30.0,18.3,3.71,Saumatre,102.0,632,130.0,3,Aucune gestion formelle,Gratuit,0.0,0,0,51.7,Etat,ENT-029,1,36.0,67.0,Rehabilitation lourde,494000.0,en panne
PE-011055,2025-01-15,Oueme,Porto-Novo,6.22027,2.7214,119.0,1992,Adduction d'eau villageoise,Immergee thermique,72.3,40.8,3.79,Potable,66.0,363,380.0,2,Delegataire prive,Au volume,310.0,1,0,66.5,ONG internationale,ENT-008,2,7.0,179.0,Remplacement de pompe,1858000.0,en panne
PE-008750,2025-11-08,Zou,Ouinhi,6.77325,2.62617,138.6,1996,Forage equipe PMH,Vergnet,94.1,33.4,9.6,Fluoree,24.0,110,460.0,5,Comite de gestion villageois,Au volume,290.0,0,0,19.8,Cooperation bilaterale,ENT-025,1,13.0,8.0,Aucune,0.0,fonctionnel
PE-007198,2025-05-26,Atlantique,Allada,6.45937,1.73634,167.8,2017,Forage equipe PMH,India Mark II,92.8,,1.4,Potable,232.0,1385,760.0,5,Aucune gestion formelle,Gratuit,0.0,1,1,13.1,Prive,ENT-012,0,5.0,23.0,Reparation legere,24000.0,fonctionnel a reparer
PE-000124,2025-01-19,Zou,Bohicon,6.73492,2.21319,134.9,2018,Forage equipe PMH,India Mark II,68.6,19.3,0.43,Potable,92.0,622,670.0,4,Delegataire prive,Au volume,510.0,1,1,32.4,Prive,ENT-001,0,2.0,13.0,Reparation legere,134000.0,fonctionnel a reparer
PE-005005,2025-05-08,Mono,Athieme,6.36352,1.80032,313.8,2015,Adduction d'eau villageoise,Immergee solaire,81.7,,4.5,Potable,35.0,209,590.0,8,Gestion communale,Cotisation annuelle,590.0,0,0,15.6,Commune,ENT-016,1,,91.0,Remplacement de pompe,2045000.0,en panne
PE-005128,2025-01-15,Zou,Ouinhi,7.02252,2.66477,242.4,2009,Puits moderne,Aucune (puisage manuel),36.9,21.4,4.66,Turbide,88.0,444,1090.0,1,Comite de gestion villageois,Au volume,240.0,1,0,75.7,Etat,ENT-026,2,11.0,3.0,Aucune,0.0,fonctionnel
PE-004269,2025-07-26,Zou,Cove,7.13786,1.55486,,1999,Poste d'eau autonome,Immergee solaire,5.0,1.7,2.35,Potable,56.0,270,120.0,2,Comite de gestion villageois,Cotisation annuelle,190.0,1,1,31.5,Etat,ENT-028,1,11.0,4.0,Aucune,0.0,fonctionnel
PE-008262,2025-01-30,Atlantique,So-Ava,7.32544,1.86586,3.0,2003,Puits moderne,India Mark II,43.1,,1.94,Potable,5.0,31,510.0,3,Gestion communale,Cotisation annuelle,270.0,0,1,17.6,ONG internationale,ENT-051,1,33.0,71.0,Rehabilitation lourde,397000.0,en panne
PE-005968,2025-01-10,Couffo,Toviklin,7.07875,2.18281,132.4,1999,Poste d'eau autonome,Immergee solaire,56.9,46.9,2.68,Saumatre,220.0,1423,230.0,5,Comite de gestion villageois,Au volume,360.0,1,1,6.8,ONG internationale,ENT-044,2,23.0,1.0,Aucune,0.0,fonctionnel
PE-004938,2025-08-26,Alibori,Gogounou,11.24621,3.11487,284.6,1983,Forage equipe PMH,Vergnet,50.2,9.8,3.63,Saumatre,32.0,156,140.0,5,Delegataire prive,Forfait mensuel,1880.0,0,0,19.4,ONG internationale,ENT-046,0,41.0,161.0,Rehabilitation lourde,1692000.0,en panne
PE-005608,2025-06-09,Oueme,SEME-KPODJI,7.20883,2.83937,108.2,2013,Forage equipe PMH,India Mark II,63.1,,1.44,Ferrugineuse,10.0,43,270.0,7,Comite de gestion villageois,Cotisation annuelle,290.0,1,0,6.0,ONG internationale,ENT-045,0,13.0,1.0,Aucune,0.0,fonctionnel
PE-010498,2025-01-20,Zou,ZA-KPOTA,6.82852,2.17549,271.3,1983,Puits moderne,Aucune (puisage manuel),5.0,3.6,2.49,Ferrugineuse,22.0,132,600.0,1,Gestion communale,Au volume,230.0,0,0,29.6,Commune,ENT-036,0,8.0,102.0,Remplacement de pompe,1635000.0,en panne
PE-000601,2025-10-03,Oueme,Porto-Novo,6.40311,2.52458,130.9,2021,Forage equipe PMH,Volanta,88.3,,2.59,Ferrugineuse,79.0,425,420.0,2,Gestion communale,Gratuit,0.0,0,1,15.0,Etat,ENT-045,0,40.0,167.0,Rehabilitation lourde,210000.0,en panne
PE-003569,2025-04-17,Borgou,Kalale,9.2999,2.82061,231.1,1993,Forage equipe PMH,India Mark II,31.5,15.4,3.97,Ferrugineuse,51.0,290,620.0,5,Delegataire prive,Au volume,770.0,1,1,34.2,Etat,ENT-003,1,7.0,7.0,Aucune,0.0,fonctionnel
PE-005486,2025-11-07,Atlantique,Ouidah,6.23386,2.47012,163.5,2014,Forage equipe PMH,Vergnet,29.1,,4.11,,90.0,351,160.0,6,Comite de gestion villageois,Au volume,200.0,0,1,6.4,Etat,ENT-038,1,43.0,74.0,Rehabilitation lourde,785000.0,en panne
PE-001126,2025-02-24,Mono,Bopa,6.48937,1.87475,35.7,1997,Forage equipe PMH,India Mark II,35.9,,1.79,Turbide,149.0,946,280.0,4,Comite de gestion villageois,Cotisation annuelle,360.0,0,1,24.6,Commune,ENT-046,1,8.0,23.0,Remplacement de pieces,257000.0,fonctionnel a reparer
PE-004312,2025-02-01,Atacora,Boukoumbe,10.41088,1.80869,233.1,2020,Puits traditionnel ameliore,India Mark II,5.0,1.8,0.89,Potable,65.0,268,440.0,4,Aucune gestion formelle,Gratuit,,1,0,56.6,Etat,ENT-013,1,4.0,0.0,Aucune,0.0,fonctionnel
PE-000685,2025-08-16,Couffo,Djakotomey,6.47881,1.67935,213.5,2022,Forage equipe PMH,India Mark II,98.5,45.8,1.94,Potable,129.0,737,470.0,3,Gestion communale,Au volume,,0,1,34.0,Commune,ENT-003,0,40.0,29.0,Reparation legere,161000.0,fonctionnel a reparer
PE-006811,2025-02-25,Donga,Copargo,10.16553,0.97062,66.7,1996,Forage equipe PMH,India Mark II,25.4,6.1,1.83,Potable,59.0,396,680.0,2,Comite de gestion villageois,Cotisation annuelle,410.0,0,0,36.3,Commune,ENT-020,2,,171.0,Remplacement de pompe,3017000.0,en panne
PE-008488,2025-10-11,Atacora,Toucountouna,10.44984,1.19195,287.3,2013,Forage equipe PMH,Kardia,29.5,,3.54,Potable,18.0,91,640.0,5,Aucune gestion formelle,Gratuit,0.0,0,0,20.1,Commune,ENT-045,0,53.0,160.0,Remplacement de pompe,1026000.0,en panne
PE-009922,2025-10-13,Donga,Bassila,9.0055,1.69242,158.8,2001,Puits moderne,India Mark II,5.0,,6.43,Potable,71.0,390,280.0,3,Delegataire prive,Au volume,1080.0,0,0,17.6,Commune,ENT-021,0,13.0,1.0,Aucune,0.0,fonctionnel
PE-004800,2025-01-24,Plateau,Ifangni,6.67464,2.44134,258.6,2007,Adduction d'eau villageoise,Immergee solaire,54.9,27.0,1.61,Ferrugineuse,134.0,729,310.0,3,Comite de gestion villageois,Cotisation annuelle,680.0,1,1,21.9,Commune,ENT-051,1,36.0,77.0,Rehabilitation lourde,1103000.0,en panne
PE-003406,2025-11-03,Oueme,Seme-Kpodji,6.86595,2.20641,264.9,0,Forage equipe PMH,Vergnet,47.9,20.9,5.04,Potable,29.0,203,80.0,2,Comite de gestion villageois,Cotisation annuelle,830.0,0,1,5.7,ONG internationale,ENT-046,0,,309.0,Remplacement de pompe,1270000.0,en panne
PE-006262,2025-05-03,Oueme,Seme-Kpodji,6.75637,2.80665,21.4,0,Forage equipe PMH,India Mark II,66.7,45.6,3.16,Potable,172.0,855,740.0,6,Delegataire prive,Au volume,220.0,1,1,23.8,Etat,ENT-008,0,6.0,7.0,Aucune,0.0,fonctionnel
